,0
0,-2716.5
0,-81.25
0,-77.5
0,-78.5
0,-86.0
0,-77.5
0,-84.0
0,-98.0
0,-6.0
0,-91.5
0,-72.75
0,-75.75
0,-84.0
0,-99.0
0,-18.5
0,-78.5
0,-79.5
0,-71.0
0,-97.25
0,-82.25
0,-87.0
0,-98.0
0,1.75
0,-83.25
0,-89.75
0,-87.75
0,-88.75
0,-87.0
0,-79.5
0,-81.25
0,-76.5
0,-87.0
0,-80.25
0,-74.75
0,-66.25
0,-73.75
0,-73.75
0,-75.75
0,-85.0
0,-90.75
0,-71.0
0,-82.25
0,-88.75
0,-101.75
0,-91.5
0,51.0
0,7.75
0,-77.5
0,-70.0
0,-74.75
0,-82.25
0,-89.75
0,-88.75
0,-83.25
0,-85.0
0,-87.75
0,-87.75
0,-76.5
0,-76.5
0,-83.25
0,-84.0
0,-85.0
0,-84.0
0,-76.5
0,10.5
0,-100.0
0,-86.0
0,-85.0
0,-70.0
0,-87.0
0,-89.75
0,-81.25
0,-73.75
0,-79.5
0,-87.75
0,-78.5
0,-82.25
0,-89.75
0,-105.5
0,-107.5
0,-72.75
0,-63.5
0,-88.75
0,-73.75
0,-80.25
0,23.25
0,-92.5
0,-83.25
0,-93.5
0,-100.0
0,-81.25
0,-88.75
0,-81.25
0,-74.75
0,-72.75
0,-90.75
0,-91.5
0,-84.0
0,-87.0
0,-85.0
0,-74.75
0,-89.75
0,-54.0
0,-92.5
0,-91.5
0,-88.75
0,-86.0
0,-86.0
0,-91.5
0,-91.5
0,-75.75
0,-73.75
0,-78.5
0,-74.75
0,-72.75
0,-77.5
0,-82.25
0,-88.75
0,-87.0
0,-87.0
0,-80.25
0,-91.5
0,-91.5
0,-94.5
0,-92.5
0,-87.75
0,-77.5
0,-80.25
0,-78.5
0,-80.25
0,-72.75
0,-80.25
0,-80.25
0,-51.0
0,-82.25
0,-89.75
0,-85.0
0,-79.5
0,-90.75
0,-78.5
0,-86.0
0,-81.25
0,-68.0
0,-71.0
0,-83.25
0,-89.75
0,-92.5
0,-91.5
0,30.25
0,-84.0
0,-82.25
0,-88.75
0,-75.75
0,-62.5
0,-71.0
0,-114.0
0,-61.5
0,-84.0
0,-87.75
0,-76.5
0,-84.0
0,-80.25
0,-64.25
0,-83.25
0,-106.5
0,-104.75
0,-83.25
0,-88.75
0,-83.25
0,-87.75
0,-86.0
0,-92.5
0,-88.75
0,49.0
0,26.25
0,7.75
0,-72.0
0,-54.0
0,7.75
0,20.5
0,-81.25
0,-77.5
0,-43.5
0,0.0
0,-49.25
0,-83.25
0,-80.25
0,-87.75
0,-104.75
0,-80.25
0,-91.5
0,-77.5
0,-79.5
0,-92.5
0,-87.0
0,-73.75
